field_component,derivative_x,region_name,s_start,s_end,idx_start,idx_end,param_index,param_name,param_symbol,param_value,to_fit
Bx,0,Poly_121,0.496,0.508,1596,1608,4,a_1_4,a_1_4,5489421.512482974,True
Bx,0,Poly_122,0.508,0.52,1608,1620,0,a_1_0,a_1_0,855825.4263896601,True
Bx,0,Poly_122,0.508,0.52,1608,1620,1,a_1_1,a_1_1,-6719410.433642347,True
Bx,0,Poly_122,0.508,0.52,1608,1620,2,a_1_2,a_1_2,19782085.271339387,True
Bx,0,Poly_122,0.508,0.52,1608,1620,3,a_1_3,a_1_3,-25881719.15209034,True
Bx,0,Poly_122,0.508,0.52,1608,1620,4,a_1_4,a_1_4,12697173.559791321,True
Bx,0,Poly_123,0.52,0.538,1620,1638,0,a_1_0,a_1_0,63674.418113834574,True
Bx,0,Poly_123,0.52,0.538,1620,1638,1,a_1_1,a_1_1,-415973.84293407464,True
Bx,0,Poly_123,0.52,0.538,1620,1638,2,a_1_2,a_1_2,993285.2679258788,True
Bx,0,Poly_123,0.52,0.538,1620,1638,3,a_1_3,a_1_3,-1016661.7339887989,True
Bx,0,Poly_123,0.52,0.538,1620,1638,4,a_1_4,a_1_4,369249.18009351887,True
Bx,0,Poly_124,0.538,0.55,1638,1650,0,a_1_0,a_1_0,182569.27290918608,True
Bx,0,Poly_124,0.538,0.55,1638,1650,1,a_1_1,a_1_1,-1429436.9902151925,True
Bx,0,Poly_124,0.538,0.55,1638,1650,2,a_1_2,a_1_2,4180452.357995427,True
Bx,0,Poly_124,0.538,0.55,1638,1650,3,a_1_3,a_1_3,-5414676.419559419,True
Bx,0,Poly_124,0.538,0.55,1638,1650,4,a_1_4,a_1_4,2621690.083322585,True
Bx,0,Poly_125,0.55,0.562,1650,1662,0,a_1_0,a_1_0,509994.5231318321,True
Bx,0,Poly_125,0.55,0.562,1650,1662,1,a_1_1,a_1_1,-3632898.634984778,True
Bx,0,Poly_125,0.55,0.562,1650,1662,2,a_1_2,a_1_2,9703693.829684764,True
Bx,0,Poly_125,0.55,0.562,1650,1662,3,a_1_3,a_1_3,-11518660.656330673,True
Bx,0,Poly_125,0.55,0.562,1650,1662,4,a_1_4,a_1_4,5126966.898921725,True
Bx,0,Poly_126,0.562,0.5740000000000001,1662,1674,0,a_1_0,a_1_0,1299366.7906334214,True
Bx,0,Poly_126,0.562,0.5740000000000001,1662,1674,1,a_1_1,a_1_1,-9223081.837421019,True
Bx,0,Poly_126,0.562,0.5740000000000001,1662,1674,2,a_1_2,a_1_2,24548350.72495717,True
Bx,0,Poly_126,0.562,0.5740000000000001,1662,1674,3,a_1_3,a_1_3,-29037285.979988657,True
Bx,0,Poly_126,0.562,0.5740000000000001,1662,1674,4,a_1_4,a_1_4,12879238.35667225,True
Bx,0,Poly_127,0.5740000000000001,0.592,1674,1692,0,a_1_0,a_1_0,83712.1965916793,True
Bx,0,Poly_127,0.5740000000000001,0.592,1674,1692,1,a_1_1,a_1_1,-494994.1888067872,True
Bx,0,Poly_127,0.5740000000000001,0.592,1674,1692,2,a_1_2,a_1_2,1068912.777007061,True
Bx,0,Poly_127,0.5740000000000001,0.592,1674,1692,3,a_1_3,a_1_3,-987921.5223020029,True
Bx,0,Poly_127,0.5740000000000001,0.592,1674,1692,4,a_1_4,a_1_4,323045.1050679034,True
Bx,0,Poly_128,0.592,0.604,1692,1704,0,a_1_0,a_1_0,231870.90394039848,True
Bx,0,Poly_128,0.592,0.604,1692,1704,1,a_1_1,a_1_1,-1655815.3528760578,True
Bx,0,Poly_128,0.592,0.604,1692,1704,2,a_1_2,a_1_2,4415406.078821959,True
Bx,0,Poly_128,0.592,0.604,1692,1704,3,a_1_3,a_1_3,-5213339.608301802,True
Bx,0,Poly_128,0.592,0.604,1692,1704,4,a_1_4,a_1_4,2300568.101747782,True
Bx,0,Poly_129,0.604,0.616,1704,1716,0,a_1_0,a_1_0,772679.0732363747,True
Bx,0,Poly_129,0.604,0.616,1704,1716,1,a_1_1,a_1_1,-5023011.15224341,True
Bx,0,Poly_129,0.604,0.616,1704,1716,2,a_1_2,a_1_2,12244276.783397116,True
Bx,0,Poly_129,0.604,0.616,1704,1716,3,a_1_3,a_1_3,-13264520.115639674,True
Bx,0,Poly_129,0.604,0.616,1704,1716,4,a_1_4,a_1_4,5388306.271497866,True
Bx,0,Poly_13,-0.962,-0.9500000000000001,138,150,0,a_1_0,a_1_0,4449931.998037517,True
Bx,0,Poly_13,-0.962,-0.9500000000000001,138,150,1,a_1_1,a_1_1,18726066.903178286,True
Bx,0,Poly_13,-0.962,-0.9500000000000001,138,150,2,a_1_2,a_1_2,29550076.85522777,True
Bx,0,Poly_13,-0.962,-0.9500000000000001,138,150,3,a_1_3,a_1_3,20724113.731111858,True
Bx,0,Poly_13,-0.962,-0.9500000000000001,138,150,4,a_1_4,a_1_4,5450202.6340106325,True
Bx,0,Poly_130,0.616,0.628,1716,1728,0,a_1_0,a_1_0,1837973.8117809184,True
Bx,0,Poly_130,0.616,0.628,1716,1728,1,a_1_1,a_1_1,-11906683.890433399,True
Bx,0,Poly_130,0.616,0.628,1716,1728,2,a_1_2,a_1_2,28923336.89695606,True
Bx,0,Poly_130,0.616,0.628,1716,1728,3,a_1_3,a_1_3,-31224658.17531445,True
Bx,0,Poly_130,0.616,0.628,1716,1728,4,a_1_4,a_1_4,12640140.682677075,True
Bx,0,Poly_131,0.628,0.646,1728,1746,0,a_1_0,a_1_0,118751.57865025014,True
Bx,0,Poly_131,0.628,0.646,1728,1746,1,a_1_1,a_1_1,-650616.4234942216,True
Bx,0,Poly_131,0.628,0.646,1728,1746,2,a_1_2,a_1_2,1307730.009966475,True
Bx,0,Poly_131,0.628,0.646,1728,1746,3,a_1_3,a_1_3,-1133528.8879290167,True
Bx,0,Poly_131,0.628,0.646,1728,1746,4,a_1_4,a_1_4,352530.0583441363,True
Bx,0,Poly_132,0.646,0.658,1746,1758,0,a_1_0,a_1_0,332765.64453912206,True
Bx,0,Poly_132,0.646,0.658,1746,1758,1,a_1_1,a_1_1,-2165395.1293633073,True
Bx,0,Poly_132,0.646,0.658,1746,1758,2,a_1_2,a_1_2,5265784.778423184,True
Bx,0,Poly_132,0.646,0.658,1746,1758,3,a_1_3,a_1_3,-5673578.006359052,True
Bx,0,Poly_132,0.646,0.658,1746,1758,4,a_1_4,a_1_4,2285935.638539906,True
Bx,0,Poly_133,0.658,0.67,1758,1770,0,a_1_0,a_1_0,1072910.2216722013,True
Bx,0,Poly_133,0.658,0.67,1758,1770,1,a_1_1,a_1_1,-6410549.107358156,True
Bx,0,Poly_133,0.658,0.67,1758,1770,2,a_1_2,a_1_2,14362621.956000336,True
Bx,0,Poly_133,0.658,0.67,1758,1770,3,a_1_3,a_1_3,-14300934.83790871,True
Bx,0,Poly_133,0.658,0.67,1758,1770,4,a_1_4,a_1_4,5339497.72487413,True
Bx,0,Poly_134,0.67,0.682,1770,1782,0,a_1_0,a_1_0,2650576.7042315495,True
Bx,0,Poly_134,0.67,0.682,1770,1782,1,a_1_1,a_1_1,-15786092.071564943,True
Bx,0,Poly_134,0.67,0.682,1770,1782,2,a_1_2,a_1_2,35254934.266474426,True
Bx,0,Poly_134,0.67,0.682,1770,1782,3,a_1_3,a_1_3,-34991453.8330158,True
Bx,0,Poly_134,0.67,0.682,1770,1782,4,a_1_4,a_1_4,13023094.442956317,True
Bx,0,Poly_135,0.682,0.7000000000000001,1782,1800,0,a_1_0,a_1_0,149885.8590257025,True
Bx,0,Poly_135,0.682,0.7000000000000001,1782,1800,1,a_1_1,a_1_1,-755702.2220167108,True
Bx,0,Poly_135,0.682,0.7000000000000001,1782,1800,2,a_1_2,a_1_2,1397025.5610716296,True
Bx,0,Poly_135,0.682,0.7000000000000001,1782,1800,3,a_1_3,a_1_3,-1112689.4566229554,True
Bx,0,Poly_135,0.682,0.7000000000000001,1782,1800,4,a_1_4,a_1_4,317434.6095822292,True
Bx,0,Poly_136,0.7000000000000001,0.712,1800,1812,0,a_1_0,a_1_0,459568.19921283115,True
Bx,0,Poly_136,0.7000000000000001,0.712,1800,1812,1,a_1_1,a_1_1,-2748569.753108874,True
Bx,0,Poly_136,0.7000000000000001,0.712,1800,1812,2,a_1_2,a_1_2,6146365.97920974,True
Bx,0,Poly_136,0.7000000000000001,0.712,1800,1812,3,a_1_3,a_1_3,-6092459.5884897765,True
Bx,0,Poly_136,0.7000000000000001,0.712,1800,1812,4,a_1_4,a_1_4,2259164.230240419,True
Bx,0,Poly_137,0.712,0.724,1812,1824,0,a_1_0,a_1_0,1531917.6677845991,True
Bx,0,Poly_137,0.712,0.724,1812,1824,1,a_1_1,a_1_1,-8472707.196070898,True
Bx,0,Poly_137,0.712,0.724,1812,1824,2,a_1_2,a_1_2,17571985.092558723,True
Bx,0,Poly_137,0.712,0.724,1812,1824,3,a_1_3,a_1_3,-16196345.826847862,True
Bx,0,Poly_137,0.712,0.724,1812,1824,4,a_1_4,a_1_4,5597886.87958608,True
Bx,0,Poly_138,0.724,0.736,1824,1836,0,a_1_0,a_1_0,3584301.900624388,True
Bx,0,Poly_138,0.724,0.736,1824,1836,1,a_1_1,a_1_1,-19759507.509991433,True
Bx,0,Poly_138,0.724,0.736,1824,1836,2,a_1_2,a_1_2,40847100.5756931,True
Bx,0,Poly_138,0.724,0.736,1824,1836,3,a_1_3,a_1_3,-37527169.22542318,True
Bx,0,Poly_138,0.724,0.736,1824,1836,4,a_1_4,a_1_4,12928354.437934645,True
Bx,0,Poly_139,0.736,0.754,1836,1854,0,a_1_0,a_1_0,190467.6012878904,True
Bx,0,Poly_139,0.736,0.754,1836,1854,1,a_1_1,a_1_1,-892536.4319124348,True
Bx,0,Poly_139,0.736,0.754,1836,1854,2,a_1_2,a_1_2,1534686.369026036,True
Bx,0,Poly_139,0.736,0.754,1836,1854,3,a_1_3,a_1_3,-1138286.7068044164,True
Bx,0,Poly_139,0.736,0.754,1836,1854,4,a_1_4,a_1_4,303055.4873918164,True
Bx,0,Poly_14,-0.9500000000000001,-0.9380000000000001,150,162,0,a_1_0,a_1_0,10275494.03659215,True
Bx,0,Poly_14,-0.9500000000000001,-0.9380000000000001,150,162,1,a_1_1,a_1_1,43341152.29928673,True
Bx,0,Poly_14,-0.9500000000000001,-0.9380000000000001,150,162,2,a_1_2,a_1_2,68551670.02001289,True
Bx,0,Poly_14,-0.9500000000000001,-0.9380000000000001,150,162,3,a_1_3,a_1_3,48188327.683870725,True
Bx,0,Poly_14,-0.9500000000000001,-0.9380000000000001,150,162,4,a_1_4,a_1_4,12702401.980886657,True
Bx,0,Poly_140,0.754,0.766,1854,1866,0,a_1_0,a_1_0,742214.3716632756,True
Bx,0,Poly_140,0.754,0.766,1854,1866,1,a_1_1,a_1_1,-4075036.423275777,True
Bx,0,Poly_140,0.754,0.766,1854,1866,2,a_1_2,a_1_2,8374673.5461636465,True
Bx,0,Poly_140,0.754,0.766,1854,1866,3,a_1_3,a_1_3,-7636325.915312495,True
Bx,0,Poly_140,0.754,0.766,1854,1866,4,a_1_4,a_1_4,2607041.9209674373,True
Bx,0,Poly_141,0.766,0.778,1866,1878,0,a_1_0,a_1_0,1972516.0165915191,True
Bx,0,Poly_141,0.766,0.778,1866,1878,1,a_1_1,a_1_1,-10150741.821173737,True
Bx,0,Poly_141,0.766,0.778,1866,1878,2,a_1_2,a_1_2,19587964.71115404,True
Bx,0,Poly_141,0.766,0.778,1866,1878,3,a_1_3,a_1_3,-16798903.787059817,True
Bx,0,Poly_141,0.766,0.778,1866,1878,4,a_1_4,a_1_4,5402391.224492519,True
