-1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 2.582314763763819279e-06 2.582314763763819279e-06 3.389662923326042839e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 2.999999999999999889e-02 2.598020592142318578e-06 2.598020592142318578e-06 3.405003273009105861e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 5.999999999999999778e-02 2.613846225258795817e-06 2.613846225258795817e-06 3.420436369903567743e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 8.999999999999999667e-02 2.629792761059997993e-06 2.629792761059997993e-06 3.435962916284370514e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 1.199999999999999956e-01 2.645861311026367177e-06 2.645861311026367177e-06 3.451583620748893081e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 1.499999999999999944e-01 2.662053002670017754e-06 2.662053002670017754e-06 3.467299198309025743e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 1.799999999999999933e-01 2.678368968921883697e-06 2.678368968921883697e-06 3.483110370572685963e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 2.099999999999999922e-01 2.694810358571798170e-06 2.694810358571798170e-06 3.499017865740881536e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 2.399999999999999911e-01 2.711378334202881294e-06 2.711378334202881294e-06 3.515022418651810509e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 2.700000000000000178e-01 2.728074066256018595e-06 2.728074066256018595e-06 3.531124770883284413e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 2.999999999999999889e-01 2.744898744182251704e-06 2.744898744182251704e-06 3.547325670849726400e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 3.299999999999999600e-01 2.761853562317362575e-06 2.761853562317362575e-06 3.563625873825137364e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 3.599999999999999867e-01 2.778939739217690042e-06 2.778939739217690042e-06 3.580026142061200789e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 3.900000000000000133e-01 2.796158494559281888e-06 2.796158494559281888e-06 3.596527244788968688e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 4.199999999999999845e-01 2.813511069222334779e-06 2.813511069222334779e-06 3.613129958447739386e-05
-1.000000000000000000e+00 -1.000000000000000000e+00 4.499999999999999556e-01 2.830998714703400590e-06 2.830998714703400590e-06 3.629835066581078471e-05
