# Table
# meta={"__class__": "Table", "column_dtypes": {"name": "|O", "phi_rad_ccs": "<f8", "psi_rad_ccs": "<f8", "theta_gon_ccs": "<f8", "theta_rad": "<f8", "x_ccs": "<f8", "y_ccs": "<f8", "z_ccs": "<f8"}, "xtrack_version": "0.112.0"}
name,x_ccs,y_ccs,z_ccs,theta_gon_ccs,phi_rad_ccs,psi_rad_ccs,theta_rad
xvw.x0610102.d,695.1844915274816,4706.074225632527,2441.8934635534083,11.625267002516505,0.009164987089245133,6.393450519862283e-06,0.18260926705562847
xwcm.x0610102.u,695.2208057689032,4706.270873344649,2441.895296351161,11.625267002516505,0.009164987089245133,6.393450519862283e-06,0.18260926705562847
xwcm.x0610102.d,695.2389646134332,4706.36920653548,2441.8962128370395,11.625267002516505,0.009164987089245133,6.393450519862283e-06,0.18260926705562847
xvw.x0610103.u,695.2752675912867,4706.5657932534905,2441.8980450663144,11.625267002516505,0.009164987089245133,6.393450519862283e-06,0.18260926705562847
xvw.x0610103.d,695.2752857501313,4706.565891586682,2441.8980459828003,11.625267002516505,0.009164987089245133,6.393450519862283e-06,0.18260926705562847
qwl.x0610104.u,695.3426516156991,4706.930689055124,2441.9014459714053,11.625267002516505,0.009164987089245133,6.393450519862283e-06,0.18260926705562847
qwl.x0610104.d,695.8779743524414,4709.829551520817,2441.928463975102,11.625267002516505,0.009164987089245133,6.393450519862283e-06,0.18260926705562847
mbnh.x0610109.u,695.9762125099944,4710.3615276318305,2441.9334221035765,11.877894067594164,0.009164940302296113,-2.99750162716017e-05,0.18657752371435807
mbnh.x0610109.d,696.903658103946,4715.274545525731,2441.9792461635743,11.877894067594164,0.009164940302296113,-2.997501627160168e-05,0.18657752371435807
mqnee.x0610112.u,697.0608479648749,4716.089482699294,2441.986852738801,12.130521132121029,0.009164749202744975,-6.634301100563289e-05,0.19054578036443584
