# Table
# meta={"__class__": "Table", "column_dtypes": {"name": "|O", "phi_rad_ccs": "<f8", "psi_rad_ccs": "<f8", "theta_gon_ccs": "<f8", "theta_rad": "<f8", "x_ccs": "<f8", "y_ccs": "<f8", "z_ccs": "<f8"}, "xtrack_version": "0.112.0"}
name,x_ccs,y_ccs,z_ccs,theta_gon_ccs,phi_rad_ccs,psi_rad_ccs,theta_rad
xvw.x0610743.u,816.7115219886131,5336.407640079299,2448.8159855512026,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610743.d,816.7115409178372,5336.407738215376,2448.8159888670566,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610745.u,816.844036022156,5337.094641685521,2448.8391981870604,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610745.d,817.2226205048157,5339.057363223187,2448.905515266863,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610748.u,817.3172666254807,5339.548043607603,2448.9220945368133,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610748.d,817.6958511081403,5341.510765145269,2448.988411616616,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmh.x0610752.u,817.8378202891378,5342.2467857218935,2449.0132805215417,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmh.x0610752.d,818.7842814957869,5347.153589566057,2449.179073221048,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610758.u,819.3994718154968,5350.342962996725,2449.2868368178,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610758.d,819.3994907447209,5350.343061132802,2449.286840133654,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmib.x0610765.u,820.5257701160214,5356.182108639318,2449.4841317881396,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmib.x0610765.d,820.8286377021491,5357.752285869451,2449.5371854519817,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmib.x0610767.u,820.885425374548,5358.0466941001005,2449.547133013952,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmib.x0610767.d,821.1882929606758,5359.616871330233,2449.600186677794,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610784.u,824.1317873133546,5374.877031285582,2450.1158019732584,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610784.d,824.5103717960143,5376.839752823248,2450.182119053061,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610820.u,830.9463080012285,5410.20601896356,2451.3095094097025,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610820.d,831.3248924838882,5412.168740501226,2451.375826489505,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmh.x0610845.u,834.9593035174211,5431.010867262815,2452.0124704556088,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmh.x0610845.d,835.9057647240702,5435.917671106979,2452.178263155115,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610843.u,835.9152179786022,5435.966680263774,2452.1799190925976,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610843.d,835.9152406936712,5435.966798027066,2452.1799230716224,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610848.u,836.4357716422593,5438.665422378063,2452.271105077326,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610848.d,836.4357943573283,5438.665540141355,2452.2711090563507,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mdpx.x0610854.u,837.6093948960388,5444.749918026472,2452.476690014226,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mdpx.x0610854.d,837.6661825684378,5445.044326257122,2452.4866375761962,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610856.u,837.7608286891027,5445.535006641538,2452.5032168461466,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610856.d,838.1394131717624,5447.4977281792035,2452.569533925949,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610858.u,838.3286940555578,5448.47903006639,2452.602690476338,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610858.d,838.3287167706268,5448.479147829682,2452.602694455363,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcbv.x0610858.u,838.4119939992775,5448.910887686322,2452.617282223407,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcbv.x0610858.d,838.6391446888732,5450.0885206089215,2452.6570724712888,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmib.x0610862.u,838.8208652405499,5451.030626947001,2452.6889046695937,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmib.x0610862.d,839.4266004128053,5454.170981407266,2452.7950119972775,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610900.u,846.2411211006793,5489.499969085244,2453.9887194337216,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610900.d,846.6197055833389,5491.46269062291,2454.055036513524,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610945.u,854.7214135122558,5533.46493152895,2455.4742220212966,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610945.d,855.0999979949155,5535.427653066616,2455.540539101099,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mdpx.x0610988.u,862.8988383377047,5575.859716742524,2456.90667094503,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mdpx.x0610988.d,862.9556260101036,5576.154124973174,2456.9166185070003,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mdpx.x0610989.u,863.0502721307686,5576.64480535759,2456.9331977769507,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mdpx.x0610989.d,863.1070598031675,5576.939213588239,2456.943145338921,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610990.u,863.2017059238325,5577.429893972655,2456.9597246088715,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610990.d,863.5802904064922,5579.392615510321,2457.026041688674,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610992.u,863.6749365271571,5579.883295894737,2457.0426209586244,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mqnfb.x0610992.d,864.0535210098168,5581.846017432403,2457.108938038427,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610994.u,864.1008327429015,5582.091298899983,2457.117225689195,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0610994.d,864.1008554579705,5582.091416663275,2457.11722966822,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmv.x0610997.u,864.3393522942248,5583.32787219334,2457.1590074336777,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xcmv.x0610997.d,865.2858135008739,5588.234676037504,2457.324800133184,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0611001.u,865.3236606218921,5588.430889466642,2457.331429856957,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0611001.d,865.3236833369612,5588.431007229934,2457.331433835982,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xwcm.x0611009.u,866.8234343771961,5596.206269562732,2457.5941469528016,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xwcm.x0611009.d,866.8423636013291,5596.304405639615,2457.5974628067916,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0611008.u,866.8707461102808,5596.451551030311,2457.6024346035697,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0611008.d,866.8707688253498,5596.451668793603,2457.6024385825945,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0611010.u,866.9256219007557,5596.7360473601775,2457.612047258982,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xvw.x0611010.d,866.9256446158247,5596.73616512347,2457.6120512380066,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
qwl.x0611011.u,866.9256521875143,5596.7362043779,2457.6120525643482,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
qwl.x0611011.d,867.4836857149546,5599.629255924419,2457.709803939977,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xchv.x0611013.u,867.5605383649346,5600.027688396565,2457.723266307177,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
xchv.x0611013.d,867.7498306062644,5601.009049165398,2457.756424847078,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
qwl.x0611023.u,869.2660614593163,5608.869748923748,2458.022024751687,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
qwl.x0611023.d,869.8240949867567,5611.762800470267,2458.1197761273156,12.130622542260468,0.033164619149906746,-6.637672513081297e-05,0.19054737331118116
mbnv.x0611027.u,869.9265001175202,5612.2937064236885,2458.1377145520005,12.130601405619101,0.02816462416091968,-6.636654562349718e-05,0.19054704129759495
mbnv.x0611027.d,870.8731048659591,5617.201263202982,2458.278519055646,12.130601405619101,0.02816462416091968,-6.636654562349717e-05,0.19054704129759495
mbnv.x0611033.u,870.9980685717968,5617.849123439616,2458.293805861067,12.130559149139227,0.018164634182936783,-6.635117097722282e-05,0.19054637753436127
mbnv.x0611033.d,871.9448894057522,5622.757818008156,2458.384624037487,12.130559149139229,0.018164634182936783,-6.63511709772228e-05,0.1905463775343613
mbnv.x0611039.u,872.0698753855005,5623.405796033677,2458.393312174133,12.130516908010218,0.008164644204945887,-6.63424360912615e-05,0.1905457140122584
mbnv.x0611039.d,873.0168176238674,5628.31513752708,2458.4341349416036,12.130516908010218,0.008164644204945889,-6.63424360912615e-05,0.1905457140122584
qwl.x0611043.u,873.1192775270504,5628.846333127989,2458.4358469810068,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
qwl.x0611043.d,873.6776095243647,5631.740963042784,2458.445176351323,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611045.u,873.7277874345982,5632.00110661457,2458.4460147920868,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611045.d,873.7278101618166,5632.0012244421105,2458.446015171844,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmv.x0611050.u,874.1351841870213,5634.113224194121,2458.4528221310666,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmv.x0611050.d,875.0821516180157,5639.022705053678,2458.4686453507347,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xchv.x0611054.u,875.1946513488178,5639.605951379793,2458.4705251492314,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xchv.x0611054.d,875.3840448350168,5640.587847551704,2458.4736897931652,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611055.u,875.4609082874557,5640.986340294113,2458.4749741322594,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611055.d,875.4609310146741,5640.986458121653,2458.4749745120166,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
qwl.x0611056.u,875.4609385904135,5640.9864973975,2458.4749746386024,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
qwl.x0611056.d,876.0192705877279,5643.881127312295,2458.4843040089186,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611057.u,876.0781724657223,5644.186499633603,2458.4852882216,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611057.d,876.0781951929407,5644.186617461143,2458.4852886013573,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xwcm.x0611057.u,876.1026037216553,5644.313161627935,2458.4856964522496,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xwcm.x0611057.d,876.1215430702753,5644.411351245127,2458.486012916643,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611058.u,876.3317703437427,5645.501258607792,2458.4895256798272,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611058.d,876.3317930709611,5645.5013764353325,2458.4895260595845,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611060.u,876.5686897275817,5646.729549193239,2458.4934844510917,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611060.d,876.5687124548001,5646.72966702078,2458.493484830849,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611061.u,876.7580832137807,5647.71144536515,2458.4966490950255,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611061.d,876.758105940999,5647.711563192691,2458.4966494747828,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611061.u,876.8260868389353,5648.064005004637,2458.4977853920764,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611061.d,877.1291164168535,5649.635038879695,2458.50284882237,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611063.u,877.1385860911635,5649.68413368829,2458.5030070545668,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611063.d,877.4416156690817,5651.255167563348,2458.5080704848606,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611065.u,877.4510853433917,5651.304262371943,2458.508228717057,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611065.d,877.7541149213099,5652.875296247001,2458.513292147351,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611066.u,877.7635845956198,5652.924391055596,2458.5134503795475,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611066.d,878.066614173538,5654.495424930654,2458.5185138098414,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611068.u,878.076083847848,5654.544519739249,2458.518672042038,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xcmib.x0611068.d,878.3791134257663,5656.115553614307,2458.5237354723317,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611069.u,878.4554395044911,5656.51126038343,2458.525010832255,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611069.d,878.4554622317095,5656.511378210971,2458.525011212012,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611070.u,878.6183179026223,5657.355691091275,2458.527732426038,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611070.d,878.6183406298406,5657.3558089188155,2458.527732805795,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611072.u,878.6751354446953,5657.6502573310045,2458.5286818107998,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611072.d,879.0539224170931,5659.614049674828,2458.535011098667,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611074.u,879.1486191601925,5660.104997760784,2458.536593420634,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611074.d,879.5274061325903,5662.068790104607,2458.542922708501,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611077.u,879.6505118986195,5662.707022616349,2458.544979727058,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611077.d,880.0292988710172,5664.670814960172,2458.551309014925,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611078.u,880.0345905250216,5664.698249139215,2458.5513974350765,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611078.d,880.03461325224,5664.698366966755,2458.5513978148338,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xffv.x0611078.u,880.0955865911869,5665.014478620341,2458.5524166403015,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xffv.x0611078.d,880.1478591933778,5665.285481963789,2458.553290082027,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xffh.x0611078.u,880.1478591933778,5665.285481963789,2458.553290082027,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xffh.x0611078.d,880.2001317955687,5665.5564853072365,2458.554163523753,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611079.u,880.2190716479753,5665.654677536271,2458.554479996564,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611079.d,880.2190943751937,5665.654795363812,2458.5544803763214,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xsci.x0611079.u,880.2247529487746,5665.684131809585,2458.5545749274643,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xsci.x0611079.d,880.2436922973945,5665.782321426776,2458.554891391858,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xwcm.x0611079.u,880.2550559065664,5665.841235197091,2458.5550812704937,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xwcm.x0611079.d,880.2739952551864,5665.939424814283,2458.5553977348873,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xced.x0611083.u,880.3033512455472,5666.091618720929,2458.555888254697,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xced.x0611083.d,881.4902802235556,5672.245162030297,2458.575721078229,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xced.x0611089.u,881.5376285951053,5672.490636073275,2458.576512239212,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xced.x0611089.d,882.7245575731137,5678.644179382643,2458.596345062744,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611091.u,882.7296598336318,5678.6706316655145,2458.596430318252,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611091.d,882.7296825608502,5678.670749493055,2458.596430698009,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xsci.x0611092.u,882.7482317588886,5678.766916404133,2458.596740643236,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xsci.x0611092.d,882.7671711075085,5678.865106021324,2458.5970571076296,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xion.x0611093.u,882.8436860759329,5679.261792074776,2458.598335623779,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xion.x0611093.d,882.883837495007,5679.469954063221,2458.5990065282926,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611093.u,882.8940652470484,5679.522979068348,2458.599177427483,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611093.d,882.8940879742668,5679.523096895889,2458.5991778072403,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611095.u,883.0834582294607,5680.504872628416,2458.6023420629986,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611095.d,883.4622452018584,5682.468664972239,2458.6086713508657,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611097.u,883.5569419449579,5682.959613058195,2458.6102536728326,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mqnfb.x0611097.d,883.9357289173556,5684.923405402018,2458.6165829607,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xffv.x0611099.u,884.0073196551389,5685.294562155001,2458.6177791961068,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xffv.x0611099.d,884.0595922573298,5685.565565498448,2458.6186526378324,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xffh.x0611099.u,884.0595922573298,5685.565565498448,2458.6186526378324,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xffh.x0611099.d,884.1118648595207,5685.836568841896,2458.619526079558,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mbhhe.x0611101.u,884.1876222540002,5686.229327310661,2458.6207919371313,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mbhhe.x0611101.d,884.5664092263979,5688.193119654484,2458.6271212249985,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611102.u,884.6665988843838,5688.712545341268,2458.6287953300575,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611102.d,884.6666216116022,5688.712663168809,2458.6287957098148,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xwcm.x0611102.u,884.6722801851831,5688.741999614582,2458.6288902609576,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xwcm.x0611102.d,884.6912195338031,5688.840189231773,2458.629206725351,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611103.u,884.6969018421756,5688.869648728774,2458.629301673087,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
xvw.x0611103.d,884.696924569394,5688.869766556315,2458.629302052844,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
qwl.x0611105.u,884.7558027125968,5689.175015826395,2458.6302858689323,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
qwl.x0611105.d,885.3141347099112,5692.06964574119,2458.6396152392485,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
qwl.x0611108.u,885.4054223702591,5692.542919696051,2458.6411405976246,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
qwl.x0611108.d,885.9637543675734,5695.437549610846,2458.650469967941,12.130495790560314,0.0031646492159488164,-6.634055706342728e-05,0.190545382300131
mbhhe.x0611111.u,886.1870491803518,5696.595204640463,2458.654201081343,12.130487998438397,0.0013196492200087842,-6.634028262814247e-05,0.19054525990176613
mbhhe.x0611111.d,886.5658374793427,5698.5590051544295,2458.656840379017,12.130487998438397,0.0013196492200087848,-6.634028262814247e-05,0.19054525990176613
xvw.x0611113.u,886.698414007359,5699.246339018515,2458.656472631798,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xvw.x0611113.d,886.6984367346591,5699.246456846635,2458.656472568756,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xvw.x0611114.u,886.717353424168,5699.34452911848,2458.6564200967227,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xvw.x0611114.d,886.7173761514681,5699.3446469466,2458.6564200336807,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
mbhhe.x0611115.u,886.8499286240269,5700.031856096825,2458.6560523531875,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
mbhhe.x0611115.d,887.2287169602065,5701.995658096112,2458.655001651684,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
qwl.x0611118.u,887.3539065053138,5702.644694656876,2458.654654394837,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
qwl.x0611118.d,887.9122405128426,5705.539338803824,2458.653105660821,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
qwl.x0611122.u,888.0035285018618,5706.012615085651,2458.6528524417586,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
qwl.x0611122.d,888.5618625093905,5708.907259232599,2458.6513037077425,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xwcm.x0611123.u,888.6378095707945,5709.301001533457,2458.651093042091,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xwcm.x0611123.d,888.6567489876035,5709.399191633421,2458.6510405070158,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xvw.x0611128.u,889.4474582757282,5713.49856939287,2458.6488471991483,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xvw.x0611128.d,889.4474810030283,5713.49868722099,2458.6488471361063,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
exp.x0611132.u,890.1717129381536,5717.253417729566,2458.6468382263524,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
exp.x0611132.d,890.1717129381536,5717.253417729566,2458.6468382263524,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
mbsma.x0611135.u,890.7304257340186,5720.150025678513,2458.645288441635,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
mbsma.x0611135.d,890.9387593189174,5721.230116778121,2458.644710555808,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
mbsmb.x0611149.u,893.0760725058107,5732.310869559094,2458.6387819725746,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
mbsmb.x0611149.d,893.8336491781698,5736.238473557666,2458.6366805695675,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xwcm.x0611185.u,900.3084676026556,5769.806723032465,2458.618720403417,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xwcm.x0611185.d,900.3274070194645,5769.904913132429,2458.6186678683416,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xsci.x0611185.u,900.3334865722602,5769.936432154518,2458.6186510045823,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
xsci.x0611185.d,900.3524259890692,5770.034622254482,2458.618598469507,12.130480206354425,-0.000525350775931267,-6.634023401794439e-05,0.19054513750399732
