overlap_length,overlap_order,overlapping_pipe_positions,s_start,s_end
6.220073702279024,2,VEBA.20050[SPVEBA_; ref=mba.20050; s=1161.83072754->1168.4908093; length=6.66008175947; span_s=1161.83072754->1168.49121181; span=6.66048426813] | MBA.20050[SPMBA__; ref=mba.20050; s=1162.04472754->1168.26480124; length=6.22007370228; span_s=1162.04472562->1168.26517953; span=6.2204539154],1162.0447275390027,1168.2648012412817
6.220073702279024,2,VEBA.20370[SPVEBA_; ref=mba.20370; s=1264.44407896->1271.10416072; length=6.66008175947; span_s=1264.44407896->1271.10456323; span=6.66048426813] | MBA.20370[SPMBA__; ref=mba.20370; s=1264.65807896->1270.87815266; length=6.22007370228; span_s=1264.65807704->1270.87853095; span=6.2204539154],1264.658078959003,1270.878152661282
6.220073702279024,2,VEBA.20430[SPVEBA_; ref=mba.20430; s=1283.16181764->1289.8218994; length=6.66008175947; span_s=1283.16181764->1289.82230191; span=6.66048426813] | MBA.20430[SPMBA__; ref=mba.20430; s=1283.37581764->1289.59589134; length=6.22007370228; span_s=1283.37581572->1289.59626963; span=6.2204539154],1283.3758176390027,1289.5958913412817
6.220073702279024,2,VEBA.20590[SPVEBA_; ref=mba.20590; s=1335.09965302->1341.75973478; length=6.66008175947; span_s=1335.09965302->1341.76013729; span=6.66048426813] | MBA.20590[SPMBA__; ref=mba.20590; s=1335.31365302->1341.53372672; length=6.22007370228; span_s=1335.3136511->1341.53410501; span=6.2204539154],1335.313653019003,1341.533726721282
6.220073702279024,2,VEBA.20650[SPVEBA_; ref=mba.20650; s=1353.8173917->1360.47747346; length=6.66008175947; span_s=1353.8173917->1360.47787597; span=6.66048426813] | MBA.20650[SPMBA__; ref=mba.20650; s=1354.0313917->1360.2514654; length=6.22007370228; span_s=1354.03138978->1360.25184369; span=6.2204539154],1354.031391699003,1360.251465401282
6.220073702279024,2,VEBA.20770[SPVEBA_; ref=mba.20770; s=1392.4351884->1399.09527016; length=6.66008175947; span_s=1392.4351884->1399.09567267; span=6.66048426813] | MBA.20770[SPMBA__; ref=mba.20770; s=1392.6491884->1398.8692621; length=6.22007370228; span_s=1392.64918648->1398.86964039; span=6.2204539154],1392.6491883990027,1398.8692621012817
6.220073702279024,2,VEBA.20790[SPVEBA_; ref=mba.20790; s=1399.09520774->1405.7552895; length=6.66008175947; span_s=1399.09520774->1405.75569201; span=6.66048426813] | MBA.20790[SPMBA__; ref=mba.20790; s=1399.30920774->1405.52928144; length=6.22007370228; span_s=1399.30920582->1405.52965973; span=6.2204539154],1399.3092077390029,1405.529281441282
6.220073702279024,2,VEBA.20970[SPVEBA_; ref=mba.20970; s=1456.43074312->1463.09082488; length=6.66008175947; span_s=1456.43074312->1463.09122739; span=6.66048426813] | MBA.20970[SPMBA__; ref=mba.20970; s=1456.64474312->1462.86481682; length=6.22007370228; span_s=1456.6447412->1462.86519511; span=6.2204539154],1456.644743119003,1462.864816821282
6.220073702279024,2,VEBA.20990[SPVEBA_; ref=mba.20990; s=1463.09076246->1469.75084422; length=6.66008175947; span_s=1463.09076246->1469.75124673; span=6.66048426813] | MBA.20990[SPMBA__; ref=mba.20990; s=1463.30476246->1469.52483616; length=6.22007370228; span_s=1463.30476054->1469.52521445; span=6.2204539154],1463.3047624590029,1469.5248361612819
6.220073702279024,2,VEBA.21250[SPVEBA_; ref=mba.21250; s=1545.80405586->1552.46413762; length=6.66008175947; span_s=1545.80405586->1552.46454013; span=6.66048426813] | MBA.21250[SPMBA__; ref=mba.21250; s=1546.01805586->1552.23812956; length=6.22007370228; span_s=1546.01805394->1552.23850785; span=6.2204539154],1546.018055859003,1552.238129561282
6.220073702279024,2,VEBA.21390[SPVEBA_; ref=mba.21390; s=1591.0818719->1597.74195366; length=6.66008175947; span_s=1591.0818719->1597.74235617; span=6.66048426813] | MBA.21390[SPMBA__; ref=mba.21390; s=1591.2958719->1597.5159456; length=6.22007370228; span_s=1591.29586998->1597.51632389; span=6.2204539154],1591.295871899003,1597.515945601282
